metabolite,metabolite_index,microbe,microbe_index,signed_grad,abs_grad,val_spearman
8.132229295822412940e-03,9,2.952043000072859691e+00,9,-0.13021095097064972,0.13021095097064972,0.943200322265701
5.365525319999372655e+00,7,0.000000000000000000e+00.4,4,-0.1248584482818842,0.1248584482818842,0.9301986663520956
6.201795912870136540e+00,8,2.952043000072859691e+00,9,0.11806786432862282,0.11806786432862282,0.9983498577347361
2.107073290073050720e-01,4,0.000000000000000000e+00.3,3,-0.08708807360380888,0.08708807360380888,0.8983357984998795
1.864996760493499439e-01,3,0.000000000000000000e+00.4,4,-0.05613415502011776,0.05613415502011776,0.9808714971371366
1.864996760493499439e-01,3,2.952043000072859691e+00,9,-0.055253344122320414,0.055253344122320414,0.9808714971371366
6.201795912870136540e+00,8,0.000000000000000000e+00.1,1,-0.04850161401554942,0.04850161401554942,0.9983498577347361
3.810967664734761673e+00,5,0.000000000000000000e+00.5,5,-0.04117679665796459,0.04117679665796459,0.79282280144739
3.810967664734761673e+00,5,0.000000000000000000e+00,0,-0.03789381799288094,0.03789381799288094,0.79282280144739
2.107073290073050720e-01,4,2.173821302551228740e+00,8,-0.03194587701000273,0.03194587701000273,0.8983357984998795
8.132229295822412940e-03,9,0.000000000000000000e+00.1,1,0.030943903606384993,0.030943903606384993,0.943200322265701
6.201795912870136540e+00,8,0.000000000000000000e+00.5,5,0.02939259260892868,0.02939259260892868,0.9983498577347361
1.722323565627724429e-02,2,0.000000000000000000e+00.5,5,-0.027219391195103526,0.027219391195103526,0.8295607197437567
5.365525319999372655e+00,7,0.000000000000000000e+00.1,1,0.02594611921813339,0.02594611921813339,0.9301986663520956
8.132229295822412940e-03,9,0.000000000000000000e+00,0,0.02579424693249166,0.02579424693249166,0.943200322265701
2.107073290073050720e-01,4,0.000000000000000000e+00.1,1,0.024511849391274154,0.024511849391274154,0.8983357984998795
3.810967664734761673e+00,5,0.000000000000000000e+00.1,1,0.021859847474843264,0.021859847474843264,0.79282280144739
1.299679340881831555e-02,1,0.000000000000000000e+00,0,-0.021597155835479498,0.021597155835479498,0.6322836650064565
1.299679340881831555e-02,1,1.771141028114855853e+00,7,-0.02110020164400339,0.02110020164400339,0.6322836650064565
1.722323565627724429e-02,2,0.000000000000000000e+00.1,1,0.02080934285186231,0.02080934285186231,0.8295607197437567
6.201795912870136540e+00,8,2.173821302551228740e+00,8,0.018426757771521807,0.018426757771521807,0.9983498577347361
1.864996760493499439e-01,3,0.000000000000000000e+00.1,1,0.017946972511708736,0.017946972511708736,0.9808714971371366
1.864996760493499439e-01,3,1.771141028114855853e+00,7,0.017211374011822045,0.017211374011822045,0.9808714971371366
6.201795912870136540e+00,8,0.000000000000000000e+00.6,6,-0.01650838740170002,0.01650838740170002,0.9983498577347361
1.722323565627724429e-02,2,2.173821302551228740e+00,8,-0.016305069788359106,0.016305069788359106,0.8295607197437567
1.864996760493499439e-01,3,0.000000000000000000e+00.2,2,0.014935184270143509,0.014935184270143509,0.9808714971371366
8.132229295822412940e-03,9,0.000000000000000000e+00.3,3,0.01475826947716996,0.01475826947716996,0.943200322265701
1.722323565627724429e-02,2,0.000000000000000000e+00,0,-0.014734464988578111,0.014734464988578111,0.8295607197437567
1.864996760493499439e-01,3,0.000000000000000000e+00.6,6,0.013819184387102723,0.013819184387102723,0.9808714971371366
5.112819288934979056e+00,6,0.000000000000000000e+00.2,2,-0.01350978680420667,0.01350978680420667,0.7147299590673304
5.112819288934979056e+00,6,0.000000000000000000e+00.3,3,-0.013451813138090074,0.013451813138090074,0.7147299590673304
5.112819288934979056e+00,6,0.000000000000000000e+00,0,-0.013287506764754653,0.013287506764754653,0.7147299590673304
5.365525319999372655e+00,7,0.000000000000000000e+00.6,6,0.013118296046741307,0.013118296046741307,0.9301986663520956
1.299679340881831555e-02,1,0.000000000000000000e+00.1,1,0.012824056320823729,0.012824056320823729,0.6322836650064565
2.107073290073050720e-01,4,0.000000000000000000e+00.6,6,0.01235046103829518,0.01235046103829518,0.8983357984998795
2.107073290073050720e-01,4,0.000000000000000000e+00,0,-0.011541837884578854,0.011541837884578854,0.8983357984998795
5.365525319999372655e+00,7,0.000000000000000000e+00.2,2,0.01134473568527028,0.01134473568527028,0.9301986663520956
1.299679340881831555e-02,1,0.000000000000000000e+00.3,3,-0.011175375082530081,0.011175375082530081,0.6322836650064565
5.112819288934979056e+00,6,0.000000000000000000e+00.1,1,0.011132365791127086,0.011132365791127086,0.7147299590673304
8.132229295822412940e-03,9,0.000000000000000000e+00.6,6,0.01105192891554907,0.01105192891554907,0.943200322265701
5.365525319999372655e+00,7,2.173821302551228740e+00,8,0.009734534221934155,0.009734534221934155,0.9301986663520956
2.107073290073050720e-01,4,0.000000000000000000e+00.4,4,0.009573291521519423,0.009573291521519423,0.8983357984998795
6.201795912870136540e+00,8,0.000000000000000000e+00.3,3,-0.00915691809495911,0.00915691809495911,0.9983498577347361
2.107073290073050720e-01,4,0.000000000000000000e+00.5,5,0.008377038553589955,0.008377038553589955,0.8983357984998795
3.810967664734761673e+00,5,2.173821302551228740e+00,8,0.0078039793588686734,0.0078039793588686734,0.79282280144739
1.722323565627724429e-02,2,0.000000000000000000e+00.4,4,0.0077462703848141246,0.0077462703848141246,0.8295607197437567
1.864996760493499439e-01,3,2.173821302551228740e+00,8,0.007582599297165871,0.007582599297165871,0.9808714971371366
5.365525319999372655e+00,7,2.952043000072859691e+00,9,-0.007480517349904403,0.007480517349904403,0.9301986663520956
8.132229295822412940e-03,9,1.771141028114855853e+00,7,-0.007474309561075643,0.007474309561075643,0.943200322265701
8.132229295822412940e-03,9,2.173821302551228740e+00,8,0.007227242924273014,0.007227242924273014,0.943200322265701
3.810967664734761673e+00,5,0.000000000000000000e+00.6,6,0.007127432443667203,0.007127432443667203,0.79282280144739
1.299679340881831555e-02,1,0.000000000000000000e+00.6,6,0.006904109759489074,0.006904109759489074,0.6322836650064565
1.864996760493499439e-01,3,0.000000000000000000e+00.5,5,0.006799874667194672,0.006799874667194672,0.9808714971371366
1.722323565627724429e-02,2,0.000000000000000000e+00.2,2,-0.006225003977306187,0.006225003977306187,0.8295607197437567
5.365525319999372655e+00,7,1.771141028114855853e+00,7,0.005533297953661531,0.005533297953661531,0.9301986663520956
1.722323565627724429e-02,2,1.771141028114855853e+00,7,-0.005489035254868213,0.005489035254868213,0.8295607197437567
1.299679340881831555e-02,1,2.173821302551228740e+00,8,0.005261734389932826,0.005261734389932826,0.6322836650064565
1.722323565627724429e-02,2,0.000000000000000000e+00.6,6,0.004904181725578383,0.004904181725578383,0.8295607197437567
1.105838762585094337e-02,0,2.173821302551228740e+00,8,-0.004658589750761166,0.004658589750761166,0.8052421343843477
5.112819288934979056e+00,6,0.000000000000000000e+00.6,6,0.004635071527445689,0.004635071527445689,0.7147299590673304
1.864996760493499439e-01,3,0.000000000000000000e+00.3,3,0.0045668134225707036,0.0045668134225707036,0.9808714971371366
3.810967664734761673e+00,5,1.771141028114855853e+00,7,0.004102555805729935,0.004102555805729935,0.79282280144739
1.299679340881831555e-02,1,0.000000000000000000e+00.4,4,0.004079377220477909,0.004079377220477909,0.6322836650064565
8.132229295822412940e-03,9,0.000000000000000000e+00.2,2,0.003925140354112955,0.003925140354112955,0.943200322265701
1.105838762585094337e-02,0,0.000000000000000000e+00.2,2,-0.0037380978246801533,0.0037380978246801533,0.8052421343843477
8.132229295822412940e-03,9,0.000000000000000000e+00.5,5,-0.0037330831510189455,0.0037330831510189455,0.943200322265701
3.810967664734761673e+00,5,0.000000000000000000e+00.4,4,0.0037090332625666633,0.0037090332625666633,0.79282280144739
5.365525319999372655e+00,7,0.000000000000000000e+00.5,5,0.00364071226795204,0.00364071226795204,0.9301986663520956
1.105838762585094337e-02,0,0.000000000000000000e+00.4,4,0.0036355804768390954,0.0036355804768390954,0.8052421343843477
1.105838762585094337e-02,0,0.000000000000000000e+00,0,0.003523858522385126,0.003523858522385126,0.8052421343843477
3.810967664734761673e+00,5,0.000000000000000000e+00.3,3,0.0033970838121604174,0.0033970838121604174,0.79282280144739
6.201795912870136540e+00,8,0.000000000000000000e+00.2,2,-0.003326285775983706,0.003326285775983706,0.9983498577347361
2.107073290073050720e-01,4,2.952043000072859691e+00,9,0.0032066906860563904,0.0032066906860563904,0.8983357984998795
1.105838762585094337e-02,0,0.000000000000000000e+00.5,5,-0.0030410426479647867,0.0030410426479647867,0.8052421343843477
5.112819288934979056e+00,6,0.000000000000000000e+00.4,4,0.0029454736941261217,0.0029454736941261217,0.7147299590673304
6.201795912870136540e+00,8,0.000000000000000000e+00.4,4,-0.0028642569668591022,0.0028642569668591022,0.9983498577347361
1.105838762585094337e-02,0,1.771141028114855853e+00,7,0.0027584844865486957,0.0027584844865486957,0.8052421343843477
5.365525319999372655e+00,7,0.000000000000000000e+00.3,3,0.002456678259477485,0.002456678259477485,0.9301986663520956
1.299679340881831555e-02,1,0.000000000000000000e+00.5,5,0.0023946886431076564,0.0023946886431076564,0.6322836650064565
5.365525319999372655e+00,7,0.000000000000000000e+00,0,0.002339971630135551,0.002339971630135551,0.9301986663520956
1.105838762585094337e-02,0,0.000000000000000000e+00.6,6,-0.0022819586338300724,0.0022819586338300724,0.8052421343843477
6.201795912870136540e+00,8,0.000000000000000000e+00,0,0.0022746681788703427,0.0022746681788703427,0.9983498577347361
2.107073290073050720e-01,4,1.771141028114855853e+00,7,-0.0022636260473518632,0.0022636260473518632,0.8983357984998795
5.112819288934979056e+00,6,2.952043000072859691e+00,9,0.002194446191424504,0.002194446191424504,0.7147299590673304
1.105838762585094337e-02,0,0.000000000000000000e+00.3,3,-0.002148093670257367,0.002148093670257367,0.8052421343843477
1.722323565627724429e-02,2,2.952043000072859691e+00,9,0.0021445730999403168,0.0021445730999403168,0.8295607197437567
1.299679340881831555e-02,1,0.000000000000000000e+00.2,2,0.002105002411553869,0.002105002411553869,0.6322836650064565
1.105838762585094337e-02,0,0.000000000000000000e+00.1,1,0.001966738374903798,0.001966738374903798,0.8052421343843477
1.864996760493499439e-01,3,0.000000000000000000e+00,0,0.0015807417075848207,0.0015807417075848207,0.9808714971371366
5.112819288934979056e+00,6,1.771141028114855853e+00,7,-0.0015576630357827526,0.0015576630357827526,0.7147299590673304
2.107073290073050720e-01,4,0.000000000000000000e+00.2,2,0.0014565127348760143,0.0014565127348760143,0.8983357984998795
1.299679340881831555e-02,1,2.952043000072859691e+00,9,-0.0012355661383480765,0.0012355661383480765,0.6322836650064565
3.810967664734761673e+00,5,2.952043000072859691e+00,9,0.0007826624350855127,0.0007826624350855127,0.79282280144739
3.810967664734761673e+00,5,0.000000000000000000e+00.2,2,0.00041115259955404326,0.00041115259955404326,0.79282280144739
5.112819288934979056e+00,6,0.000000000000000000e+00.5,5,-0.0003167341128573753,0.0003167341128573753,0.7147299590673304
5.112819288934979056e+00,6,2.173821302551228740e+00,8,-0.00016601609240751714,0.00016601609240751714,0.7147299590673304
1.722323565627724429e-02,2,0.000000000000000000e+00.3,3,-0.0001147626680904068,0.0001147626680904068,0.8295607197437567
1.105838762585094337e-02,0,2.952043000072859691e+00,9,6.726417632307857e-05,6.726417632307857e-05,0.8052421343843477
8.132229295822412940e-03,9,0.000000000000000000e+00.4,4,5.1766925025731325e-05,5.1766925025731325e-05,0.943200322265701
6.201795912870136540e+00,8,1.771141028114855853e+00,7,4.484710007091053e-05,4.484710007091053e-05,0.9983498577347361
